研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202102051459130006,688981.SH,中芯国际,国信证券,2021,0.63,元/股,2021-02-05,2021-02-05,7896,1,摊薄每股收益(元) 0.35 0.55 0.63 0.74
AP202102051459130006,688981.SH,中芯国际,国信证券,2022,0.74,元/股,2021-02-05,2021-02-05,7896,1,摊薄每股收益(元) 0.35 0.55 0.63 0.74
AP202103101470303306,600809.SH,山西汾酒,国信证券,2020,3.54,元/股,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103101470303306,600809.SH,山西汾酒,国信证券,2021,4.87,元/股,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103101470303306,600809.SH,山西汾酒,国信证券,2022,6.24,元/股,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103301478690946,601658.SH,邮储银行,国信证券,2021,0.79,元/股,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202103301478690946,601658.SH,邮储银行,国信证券,2022,0.90,元/股,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202103301478690946,601658.SH,邮储银行,国信证券,2023,1.03,元/股,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2021,43.41,元/股,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2022,51.54,元/股,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2023,60.03,元/股,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480442029,688981.SH,中芯国际,国信证券,2021,0.58,元/股,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104011480442029,688981.SH,中芯国际,国信证券,2022,0.71,元/股,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104011480442029,688981.SH,中芯国际,国信证券,2023,0.84,元/股,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104201486580213,603369.SH,今世缘,国信证券,2021,1.51,元/股,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104201486580213,603369.SH,今世缘,国信证券,2022,1.90,元/股,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104201486580213,603369.SH,今世缘,国信证券,2023,2.34,元/股,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104251487654967,002027.SZ,分众传媒,国信证券,2021,0.40,元/股,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104251487654967,002027.SZ,分众传媒,国信证券,2022,0.46,元/股,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104251487654967,002027.SZ,分众传媒,国信证券,2023,0.53,元/股,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104271488125799,600809.SH,山西汾酒,国信证券,2021,5.34,元/股,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104271488125799,600809.SH,山西汾酒,国信证券,2022,7.12,元/股,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104271488125799,600809.SH,山西汾酒,国信证券,2023,9.31,元/股,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104281488334433,002756.SZ,永兴材料,国信证券,2021,1.83,元/股,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488334433,002756.SZ,永兴材料,国信证券,2022,3.12,元/股,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488334433,002756.SZ,永兴材料,国信证券,2023,3.77,元/股,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2021,1.06,元/股,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2022,1.40,元/股,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2023,1.66,元/股,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104291488571425,600519.SH,贵州茅台,国信证券,2021,42.57,元/股,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488571425,600519.SH,贵州茅台,国信证券,2022,49.76,元/股,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488571425,600519.SH,贵州茅台,国信证券,2023,57.27,元/股,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488590484,000858.SZ,五粮液,国信证券,2021,6.25,元/股,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202104291488590484,000858.SZ,五粮液,国信证券,2022,7.40,元/股,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202104291488590484,000858.SZ,五粮液,国信证券,2023,8.65,元/股,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2021,4.82,元/股,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2022,5.85,元/股,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2023,7.01,元/股,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004349,601658.SH,邮储银行,国信证券,2021,0.75,元/股,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004349,601658.SH,邮储银行,国信证券,2022,0.85,元/股,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004349,601658.SH,邮储银行,国信证券,2023,0.97,元/股,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2021,5.40,元/股,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2022,6.88,元/股,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2023,8.52,元/股,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105141491641105,688981.SH,中芯国际,国信证券,2021,0.58,元/股,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202105141491641105,688981.SH,中芯国际,国信证券,2022,0.71,元/股,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202105141491641105,688981.SH,中芯国际,国信证券,2023,0.84,元/股,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202108041508020604,002756.SZ,永兴材料,国信证券,2021,1.83,元/股,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108041508020604,002756.SZ,永兴材料,国信证券,2022,3.12,元/股,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108041508020604,002756.SZ,永兴材料,国信证券,2023,3.77,元/股,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108061508408853,688981.SH,中芯国际,国信证券,2021,1.19,元/股,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108061508408853,688981.SH,中芯国际,国信证券,2022,1.44,元/股,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108061508408853,688981.SH,中芯国际,国信证券,2023,1.73,元/股,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108261512499220,000651.SZ,格力电器,国信证券,2021,4.07,元/股,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108261512499220,000651.SZ,格力电器,国信证券,2022,4.61,元/股,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108261512499220,000651.SZ,格力电器,国信证券,2023,5.17,元/股,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108311513453815,601658.SH,邮储银行,国信证券,2021,0.75,元/股,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202108311513453815,601658.SH,邮储银行,国信证券,2022,0.85,元/股,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202108311513453815,601658.SH,邮储银行,国信证券,2023,0.97,元/股,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202203081551300946,688223.SH,晶科能源,国信证券,2021,0.11,元/股,2022-03-07,2022-03-08,,1,每股收益(元) 0.14 0.10 0.11 0.28 0.44
AP202203081551300946,688223.SH,晶科能源,国信证券,2022,0.28,元/股,2022-03-07,2022-03-08,,1,每股收益(元) 0.14 0.10 0.11 0.28 0.44
AP202203081551300946,688223.SH,晶科能源,国信证券,2023,0.44,元/股,2022-03-07,2022-03-08,,1,每股收益(元) 0.14 0.10 0.11 0.28 0.44
AP202203091551564813,600309.SH,万华化学,国信证券,2021,7.85,元/股,2022-03-09,2022-03-09,,1,每股收益(元) 3.23 3.20 7.85 8.21 9.15
AP202203091551564813,600309.SH,万华化学,国信证券,2022,8.21,元/股,2022-03-09,2022-03-09,,1,每股收益(元) 3.23 3.20 7.85 8.21 9.15
AP202203091551564813,600309.SH,万华化学,国信证券,2023,9.15,元/股,2022-03-09,2022-03-09,,1,每股收益(元) 3.23 3.20 7.85 8.21 9.15
AP202203101551706977,601985.SH,中国核电,国信证券,2021,0.44,元/股,2022-03-09,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203101551706977,601985.SH,中国核电,国信证券,2022,0.68,元/股,2022-03-09,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203101551706977,601985.SH,中国核电,国信证券,2023,0.74,元/股,2022-03-09,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203101551735913,600989.SH,宝丰能源,国信证券,2022,1.12,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.63 0.96 1.12 1.53 1.99
AP202203101551735913,600989.SH,宝丰能源,国信证券,2023,1.53,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.63 0.96 1.12 1.53 1.99
AP202203101551735913,600989.SH,宝丰能源,国信证券,2024,1.99,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.63 0.96 1.12 1.53 1.99
AP202203101551739416,000001.SZ,平安银行,国信证券,2022,2.01,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2023,2.32,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2024,2.68,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551753257,300059.SZ,东方财富,国信证券,2021,0.81,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203101551753257,300059.SZ,东方财富,国信证券,2022,1.10,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203101551753257,300059.SZ,东方财富,国信证券,2023,1.45,元/股,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203101551794875,601985.SH,中国核电,国信证券,2021,0.44,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203101551794875,601985.SH,中国核电,国信证券,2022,0.68,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203101551794875,601985.SH,中国核电,国信证券,2023,0.74,元/股,2022-03-10,2022-03-10,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203111551912095,688363.SH,华熙生物,国信证券,2022,2.22,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.35 1.63 2.22 2.97 3.91
AP202203111551912095,688363.SH,华熙生物,国信证券,2023,2.97,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.35 1.63 2.22 2.97 3.91
AP202203111551912095,688363.SH,华熙生物,国信证券,2024,3.91,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.35 1.63 2.22 2.97 3.91
AP202203111551937123,000708.SZ,中信特钢,国信证券,2022,1.73,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.19 1.58 1.73 2.00 2.23
AP202203111551937123,000708.SZ,中信特钢,国信证券,2023,2.00,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.19 1.58 1.73 2.00 2.23
AP202203111551937123,000708.SZ,中信特钢,国信证券,2024,2.23,元/股,2022-03-11,2022-03-11,,1,每股收益(元) 1.19 1.58 1.73 2.00 2.23
AP202203151552756541,600050.SH,中国联通,国信证券,2022,0.22,元/股,2022-03-14,2022-03-15,,1,每股收益(元) 0.18 0.20 0.22 0.25 0.27
AP202203151552756541,600050.SH,中国联通,国信证券,2023,0.25,元/股,2022-03-14,2022-03-15,,1,每股收益(元) 0.18 0.20 0.22 0.25 0.27
AP202203151552756541,600050.SH,中国联通,国信证券,2024,0.27,元/股,2022-03-14,2022-03-15,,1,每股收益(元) 0.18 0.20 0.22 0.25 0.27
AP202203151552788656,600309.SH,万华化学,国信证券,2022,8.21,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 3.20 7.85 8.21 9.15 10.27
AP202203151552788656,600309.SH,万华化学,国信证券,2023,9.15,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 3.20 7.85 8.21 9.15 10.27
AP202203151552788656,600309.SH,万华化学,国信证券,2024,10.27,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 3.20 7.85 8.21 9.15 10.27
AP202203151552796480,600460.SH,士兰微,国信证券,2021,1.07,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 0.01 0.05 1.07 1.11 1.46
AP202203151552796480,600460.SH,士兰微,国信证券,2022,1.11,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 0.01 0.05 1.07 1.11 1.46
AP202203151552796480,600460.SH,士兰微,国信证券,2023,1.46,元/股,2022-03-15,2022-03-15,,1,每股收益(元) 0.01 0.05 1.07 1.11 1.46
AP202203161552968155,601689.SH,拓普集团,国信证券,2021,0.95,元/股,2022-03-16,2022-03-16,,1,每股收益(元) 0.43 0.60 0.95 1.50 1.82
AP202203161552968155,601689.SH,拓普集团,国信证券,2022,1.50,元/股,2022-03-16,2022-03-16,,1,每股收益(元) 0.43 0.60 0.95 1.50 1.82
AP202203161552968155,601689.SH,拓普集团,国信证券,2023,1.82,元/股,2022-03-16,2022-03-16,,1,每股收益(元) 0.43 0.60 0.95 1.50 1.82
AP202203171553155510,601985.SH,中国核电,国信证券,2021,0.44,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203171553155510,601985.SH,中国核电,国信证券,2022,0.68,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203171553155510,601985.SH,中国核电,国信证券,2023,0.74,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.30 0.39 0.44 0.68 0.74
AP202203171553197245,000401.SZ,冀东水泥,国信证券,2022,1.51,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 1.96 1.77 1.51 1.62 1.70
AP202203171553197245,000401.SZ,冀东水泥,国信证券,2023,1.62,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 1.96 1.77 1.51 1.62 1.70
AP202203171553197245,000401.SZ,冀东水泥,国信证券,2024,1.70,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 1.96 1.77 1.51 1.62 1.70
AP202203171553207069,600315.SH,上海家化,国信证券,2022,1.05,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.63 0.96 1.05 1.35 1.71
AP202203171553207069,600315.SH,上海家化,国信证券,2023,1.35,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.63 0.96 1.05 1.35 1.71
AP202203171553207069,600315.SH,上海家化,国信证券,2024,1.71,元/股,2022-03-17,2022-03-17,,1,每股收益(元) 0.63 0.96 1.05 1.35 1.71
AP202203201553776369,300059.SZ,东方财富,国信证券,2022,0.98,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776369,300059.SZ,东方财富,国信证券,2023,1.23,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776369,300059.SZ,东方财富,国信证券,2024,1.51,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776771,601318.SH,中国平安,国信证券,2022,6.65,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553776771,601318.SH,中国平安,国信证券,2023,7.52,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553776771,601318.SH,中国平安,国信证券,2024,8.54,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553798078,600036.SH,招商银行,国信证券,2022,5.38,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2023,6.20,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2024,7.16,元/股,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203211553947628,600660.SH,福耀玻璃,国信证券,2022,1.83,元/股,2022-03-18,2022-03-21,,1,每股收益(元) 1.04 1.21 1.83 2.19 2.73
AP202203211553947628,600660.SH,福耀玻璃,国信证券,2023,2.19,元/股,2022-03-18,2022-03-21,,1,每股收益(元) 1.04 1.21 1.83 2.19 2.73
AP202203211553947628,600660.SH,福耀玻璃,国信证券,2024,2.73,元/股,2022-03-18,2022-03-21,,1,每股收益(元) 1.04 1.21 1.83 2.19 2.73
AP202203211553983461,600588.SH,用友网络,国信证券,2022,0.27,元/股,2022-03-20,2022-03-21,,1,每股收益(元) 0.29 0.21 0.27 0.35 0.45
AP202203211553983461,600588.SH,用友网络,国信证券,2023,0.35,元/股,2022-03-20,2022-03-21,,1,每股收益(元) 0.29 0.21 0.27 0.35 0.45
AP202203211553983461,600588.SH,用友网络,国信证券,2024,0.45,元/股,2022-03-20,2022-03-21,,1,每股收益(元) 0.29 0.21 0.27 0.35 0.45
AP202203211553998471,600176.SH,中国巨石,国信证券,2022,1.52,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.60 1.51 1.52 1.62 1.78
AP202203211553998471,600176.SH,中国巨石,国信证券,2023,1.62,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.60 1.51 1.52 1.62 1.78
AP202203211553998471,600176.SH,中国巨石,国信证券,2024,1.78,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.60 1.51 1.52 1.62 1.78
AP202203211553998689,601728.SH,中国电信,国信证券,2022,0.32,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.26 0.28 0.32 0.37 0.40
AP202203211553998689,601728.SH,中国电信,国信证券,2023,0.37,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.26 0.28 0.32 0.37 0.40
AP202203211553998689,601728.SH,中国电信,国信证券,2024,0.40,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.26 0.28 0.32 0.37 0.40
AP202203211554008064,601899.SH,紫金矿业,国信证券,2022,0.86,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.25 0.60 0.86 0.95 1.02
AP202203211554008064,601899.SH,紫金矿业,国信证券,2023,0.95,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.25 0.60 0.86 0.95 1.02
AP202203211554008064,601899.SH,紫金矿业,国信证券,2024,1.02,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.25 0.60 0.86 0.95 1.02
AP202203211554008131,002384.SZ,东山精密,国信证券,2021,1.12,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.44 0.89 1.12 1.43 1.78
AP202203211554008131,002384.SZ,东山精密,国信证券,2022,1.43,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.44 0.89 1.12 1.43 1.78
AP202203211554008131,002384.SZ,东山精密,国信证券,2023,1.78,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.44 0.89 1.12 1.43 1.78
AP202203211554018435,603993.SH,洛阳钼业,国信证券,2022,0.32,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.11 0.24 0.32 0.34 0.42
AP202203211554018435,603993.SH,洛阳钼业,国信证券,2023,0.34,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.11 0.24 0.32 0.34 0.42
AP202203211554018435,603993.SH,洛阳钼业,国信证券,2024,0.42,元/股,2022-03-21,2022-03-21,,1,每股收益(元) 0.11 0.24 0.32 0.34 0.42
AP202203231554447503,300957.SZ,贝泰妮,国信证券,2022,2.81,元/股,2022-03-23,2022-03-23,,1,每股收益(元) 1.51 2.04 2.81 3.80 5.14
AP202203231554447503,300957.SZ,贝泰妮,国信证券,2023,3.80,元/股,2022-03-23,2022-03-23,,1,每股收益(元) 1.51 2.04 2.81 3.80 5.14
